Questions,Value,Direction
How often care for elderly or disabled relatives?,0.0034381007092275846,0.00015712624123645385
How much tension between different religious groups?,0.0034227273116558586,-0.00013079910479627864
As much time as would like with others (not family)?,0.003343314704727253,-0.0005289308526834794
How much tension between groups with different sexual orientation?,0.0032508402030515158,-0.0007034851317829085
"Can afford to buy new, rather than second-hand, clothes?",0.003240003409620925,0.00037717978002923896
How much tension between Poor and Rich?,0.0032070332315040015,-6.2344557589943735e-06
How much tension between Old and Young people?,0.003094151593007682,-0.00015796637670343805
As much time as would like on voluntary work?,0.00309347590609138,-0.00032167098483665453
Volunteering frequency,0.0030656935342464236,0.00019994725336459532
Difficult to see a doctor because of distance?,0.0029636431015095293,-0.0004149397459283643
Difficult to see a doctor because of delay in getting appointment?,0.0028895389289268405,-0.0003511209727732523
As much time as would like with family members?,0.002843401856085088,0.00014821563326414893
Country_Germany,0.0028029306465447205,-0.0006714379221881817
Country_Greece,0.002716718969799665,0.0006487185235694114
As much time as would like on own hobbies/interests?,0.002716240534035543,-0.0003622225134359401
Household size,0.00268790964991209,-4.473404572273215e-05
Difficult to see a doctor because of lack of time?,0.002659996963104419,-0.00016747477196657666
Can afford a meal with meat/chicken/fish every second day?,0.002639453890109476,-0.0005273296407001858
Country_Kosovo,0.0024025770029307684,0.0009570015765466239
Can afford to pay for a week's annual holiday away?,0.0023063389661943734,0.0003651367204795088
Problems with accommodation - no outside space,0.0022500114272522693,-0.00019558963843877152
Rent/mortgage payments for accommodation,0.0022479810460423713,0.00022756736359113127
DV: Rural/urban living,0.002233733241327868,0.0003062454871796458
A person to get support from to help around house ,0.002176764449623945,-3.802777464441527e-05
Can afford to have friends or family for a drink/meal at least once a month?,0.0020992639611286386,0.00022839228878776706
Chronic health problems?,0.002067378528032731,-0.0003990402990835657
Can afford to replace any worn-out furniture?,0.0020612038559551364,0.00010133750630392203
Can afford to keep home adequately warm?,0.002060350935012131,-0.0001540036102671513
Education - 3 groups,0.002051472138498856,-9.998279331200569e-05
Nobody used child care in 12 months,0.0019284501417160028,0.00011417395659502431
"Utility bills, such as electricity, water, gas",0.0016769291849525602,0.000276690657986082
Child care used in 12 months - don't know,0.0016431383077015445,0.0004993309548714051
Country group,0.0016237874777610289,-0.0001000807781939029
Problems with accommodation - no toilet,0.001595385474828161,3.2762686242868224e-05
Country_Sweden,0.0015468700577347487,-0.00019341779621373316
Payments for consumer loans/credit cards,0.001535743909236444,-0.00017968115064612356
Country_Czech Republic,0.0015132896974877027,2.9385683112228578e-05
Payments for informal loans from friends/relatives,0.001502603915204867,-0.00034915016415442644
Problems with accommodation - rot in windows etc.,0.0014824566593101512,6.769308177075287e-05
Country_Romania,0.0014771570015569481,-1.528223676521759e-05
Country_Cyprus,0.001404632105536429,-0.0002788599811212608
Country_Slovakia,0.0014003406991071727,-0.00019784391073629986
Nobody used long term care in 12 months,0.0013748683390987075,3.9079836059084156e-05
Country_Estonia,0.0013461692687734201,0.0002721890843772781
Someone close outside household used child care in 12 months,0.0012366837470326273,-0.0001531286155539813
Problems with accommodation - damp or leaks,0.0011592242424746583,-8.986332902114097e-05
Problems with accommodation - space,0.0010404451234730236,-8.973629879765846e-05
I or someone else in household used child care in 12 months,0.0010217973421016932,7.52643421019477e-05
Someone close outside household used long term care in 12 months,0.0009903861275675986,-0.0002799387227408813
Country_Spain,0.0009504374025409408,-0.0004513054645779905
I or someone else in household used long term care in 12 months,0.0009397009254536815,-0.00013739532262469617
Country_Poland,0.0009269560488910325,-0.00036192044247605396
Country_Croatia,0.0008786016617771051,-0.00025731392517718595
Country_Denmark,0.0008212081111658785,-7.905599883187242e-05
Country_France,0.000781631889142897,-9.188137121112776e-05
Country_Luxembourg,0.0007644626815805582,0.00028397929410880135
Country_Macedonia (FYROM),0.0007532737892879919,-0.00011104982150579552
Country_Hungary,0.000744294591776951,-0.0002887837024879598
Country_Serbia,0.0006910269763314051,-1.875785295166927e-05
Country_Iceland,0.0006152960503259267,-0.00010124971191638087
Country_Slovenia,0.0005990504999033709,0.00014338043318313625
Country_Montenegro,0.0005705750717946675,-0.00012334764408012078
Problems with accommodation - no bath/shower,0.0005446798988089714,0.0002270050018775894
Country_Belgium,0.0005414113928685055,3.0719640492839355e-06
Citizenship - A non-EU country,0.00048462137573959647,-3.711204965317174e-05
Country_Finland,0.0004480287472223878,3.853893847854635e-05
Citizenship - Country,0.0004398628542591168,-8.734024392341684e-06
Country_Malta,0.00043282270082129013,0.00014146331760732083
Country_Ireland,0.0003629191834920269,-5.357628845975413e-05
Country_UK,0.00031483049289246425,-4.096224446800252e-05
Country_Latvia,0.000302812760914363,0.00010825412028070983
Child care used in 12 months - refusal,0.0002938998457670954,0.00026983679157330194
Citizenship - Another EU member,0.00026050125677147616,-3.0891431652099894e-05
Country_Lithuania,0.00024538875708802875,-4.6670355195813184e-05
Country_Netherlands,0.00018159812666334164,3.736195844147917e-06
Country_Bulgaria,0.00017636764917352123,5.718927211203288e-05
Long term care used in 12 months - refusal,6.264281900817673e-06,-6.111939845448378e-06
